Línea_aérea,Línea_aérea_Id,Aeropuerto_origen,Aeropuerto_origen_Id,Aeropuerto_destino,Aeropuerto_destino_Id,Vuelo_operado,Número_paradas,Modelo_avión,Distancia_km
2B,410,AER,2965,KZN,2990,,0,CR2,1505.879588577336
2B,410,ASF,2966,KZN,2990,,0,CR2,1039.785085850871
2B,410,ASF,2966,MRV,2962,,0,CR2,447.8835306472574
2B,410,CEK,2968,KZN,2990,,0,CR2,770.0247403003693
2B,410,CEK,2968,OVB,4078,,0,CR2,1337.7910136170742
2B,410,DME,4029,KZN,2990,,0,CR2,715.2000336731974
2B,410,DME,4029,NBC,6969,,0,CR2,891.8225097523032
2B,410,DME,4029,UUA,6160,,0,CR2,950.8348464083638
2B,410,EGO,6156,KGD,2952,,0,CR2,1171.1457354374108
2B,410,EGO,6156,KZN,2990,,0,CR2,1007.6200834940137
2B,410,GYD,2922,NBC,6969,,0,CR2,1684.3683378867404
2B,410,KGD,2952,EGO,6156,,0,CR2,1171.1457354374108
2B,410,KZN,2990,AER,2965,,0,CR2,1505.879588577336
2B,410,KZN,2990,ASF,2966,,0,CR2,1039.785085850871
2B,410,KZN,2990,CEK,2968,,0,CR2,770.0247403003693
2B,410,KZN,2990,DME,4029,,0,CR2,715.2000336731974
2B,410,KZN,2990,EGO,6156,,0,CR2,1007.6200834940137
2B,410,KZN,2990,LED,2948,,0,CR2,1216.080577799555
2B,410,KZN,2990,SVX,2975,,0,CR2,723.0689431505238
2B,410,LED,2948,KZN,2990,,0,CR2,1216.080577799555
2B,410,LED,2948,NBC,6969,,0,CR2,1372.0244545987941
2B,410,LED,2948,UUA,6160,,0,CR2,1463.1377343599192
2B,410,MRV,2962,ASF,2966,,0,CR2,447.8835306472574
2B,410,NBC,6969,DME,4029,,0,CR2,891.8225097523032
2B,410,NBC,6969,GYD,2922,,0,CR2,1684.3683378867404
2B,410,NBC,6969,LED,2948,,0,CR2,1372.0244545987941
2B,410,NBC,6969,SVX,2975,,0,CR2,554.3550919746697
2B,410,NJC,2972,SVX,2975,,0,CR2,1011.9669561040856
2B,410,NJC,2972,UUA,6160,,0,CR2,1556.1941595960345
2B,410,NUX,4364,SVX,2975,,0,CR2,1323.7801019913356
2B,410,OVB,4078,CEK,2968,,0,CR2,1337.7910136170742
2B,410,OVB,4078,SVX,2975,,0,CR2,1369.4369244565025
2B,410,SVX,2975,KZN,2990,,0,CR2,723.0689431505238
2B,410,SVX,2975,NBC,6969,,0,CR2,554.3550919746697
2B,410,SVX,2975,NJC,2972,,0,CR2,1011.9669561040856
2B,410,SVX,2975,NUX,4364,,0,CR2,1323.7801019913356
2B,410,SVX,2975,OVB,4078,,0,CR2,1369.4369244565025
2B,410,UUA,6160,DME,4029,,0,CR2,950.8348464083638
2B,410,UUA,6160,LED,2948,,0,CR2,1463.1377343599192
2B,410,UUA,6160,NJC,2972,,0,CR2,1556.1941595960345
2G,1654,BTK,2936,IKT,2937,,0,A81,488.03302004219813
2G,1654,BTK,2936,OVB,4078,,0,A81,1198.6061443639676
2G,1654,CEK,2968,OVB,4078,,0,A81,1337.7910136170742
2G,1654,HTA,2935,IKT,2937,,0,AN4,608.2609275710589
2G,1654,IKT,2937,BTK,2936,,0,A81,488.03302004219813
2G,1654,IKT,2937,HTA,2935,,0,AN4,608.2609275710589
2G,1654,IKT,2937,ODO,8944,,0,AN4,881.6326646104636
2G,1654,IKT,2937,OVB,4078,,0,A81,1457.9083945235227
2G,1654,IKT,2937,UKX,6924,,0,AN4,517.1613715512134
2G,1654,IKT,2937,ULK,9026,,0,AN4,1133.8256512038945
2G,1654,IKT,2937,YKS,2923,,0,A81,1858.8473505039153
2G,1654,MJZ,2925,OVB,4078,,0,A81,1966.2526172052912
2G,1654,ODO,8944,IKT,2937,,0,AN4,881.6326646104636
2G,1654,OVB,4078,BTK,2936,,0,A81,1198.6061443639676
2G,1654,OVB,4078,CEK,2968,,0,A81,1337.7910136170742
2G,1654,OVB,4078,IKT,2937,,0,A81,1457.9083945235227
2G,1654,UKX,6924,IKT,2937,,0,AN4,517.1613715512134
2G,1654,ULK,9026,IKT,2937,,0,AN4,1133.8256512038945
2G,1654,YKS,2923,IKT,2937,,0,A81,1858.8473505039153
2I,8359,AYP,2786,LIM,2789,,0,142,339.76705464011735
2I,8359,CUZ,2812,LIM,2789,,0,142 141,585.5400619695198
2I,8359,CUZ,2812,PEM,2808,,0,142,310.7393518112934
2I,8359,HUU,6067,LIM,2789,,0,141,257.993979197874
2I,8359,IQT,2801,PCL,2781,,0,143,529.2185084271667
2I,8359,IQT,2801,TPP,2806,,0,142,454.57286083345446
2I,8359,LIM,2789,AYP,2786,,0,142,339.76705464011735
2I,8359,LIM,2789,CUZ,2812,,0,142 141,585.5400619695198
2I,8359,LIM,2789,HUU,6067,,0,141,257.993979197874
2I,8359,LIM,2789,PCL,2781,,0,143 146,491.03462450158065
2I,8359,LIM,2789,TPP,2806,,0,142 146,618.0143612895862
2I,8359,PCL,2781,IQT,2801,,0,143,529.2185084271667
2I,8359,PCL,2781,LIM,2789,,0,143 146,491.03462450158065
2I,8359,PCL,2781,TPP,2806,,0,146,287.11019446592843
2I,8359,PEM,2808,CUZ,2812,,0,142,310.7393518112934
2I,8359,TPP,2806,IQT,2801,,0,142,454.57286083345446
2I,8359,TPP,2806,LIM,2789,,0,142 146,618.0143612895862
2I,8359,TPP,2806,PCL,2781,,0,146,287.11019446592843
2J,470,ABJ,253,BOY,247,,0,CRJ,657.0027592102192
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,831.406919623968
2J,470,ACC,248,OUA,246,,0,CRJ,764.2634479022096
2J,470,BKO,1044,ABJ,253,,0,M87,920.818338667978
2J,470,BKO,1044,DKR,1084,,0,M87,1058.9076354397357
2J,470,BKO,1044,OUA,246,,0,CRJ,698.8356408932136
2J,470,BOY,247,ABJ,253,,0,CRJ,657.0027592102192
2J,470,BOY,247,OUA,246,,0,CRJ,334.0695421592406
2J,470,COO,245,LFW,298,,0,M87,126.60805942030534
2J,470,COO,245,OUA,246,,0,M87,791.414308356015
2J,470,DKR,1084,BKO,1044,,0,M87,1058.9076354397357
2J,470,DKR,1084,OUA,246,,0,M87,1745.9408585058768
2J,470,LFW,298,OUA,246,,0,M87 CRJ,751.5220982635165
2J,470,NIM,280,OUA,246,,0,CRJ,419.4929827747689
2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,831.406919623968
2J,470,OUA,246,ACC,248,,0,CRJ,764.2634479022096
2J,470,OUA,246,BKO,1044,,0,M87 CRJ,698.8356408932136
2J,470,OUA,246,BOY,247,,0,CRJ,334.0695421592406
2J,470,OUA,246,COO,245,,0,M87,791.414308356015
2J,470,OUA,246,DKR,1084,,0,M87,1745.9408585058768
2J,470,OUA,246,LFW,298,,0,CRJ,751.5220982635165
2J,470,OUA,246,NIM,280,,0,CRJ,419.4929827747689
2K,1338,BOG,2709,GYE,2673,,0,319,993.3126634812312
2K,1338,BOG,2709,UIO,2688,,0,319 320,711.778678734741
2K,1338,CLO,2715,GYE,2673,,0,319,743.3711240832674
2K,1338,GYE,2673,BOG,2709,,0,319,993.3126634812312
2K,1338,GYE,2673,CLO,2715,,0,319,743.3711240832674
2K,1338,GYE,2673,SCY,6045,,0,319 320,1090.106575592383
2K,1338,GYE,2673,UIO,2688,,0,320 319,282.03931852992105
2K,1338,OCC,2670,UIO,2688,,0,319,156.7663238226964
2K,1338,SCY,6045,GYE,2673,,0,319 320,1090.106575592383
2K,1338,UIO,2688,BOG,2709,,0,319 320,711.778678734741
2K,1338,UIO,2688,GYE,2673,,0,319,282.03931852992105
2K,1338,UIO,2688,OCC,2670,,0,319,156.7663238226964
2L,2750,BDS,1506,ZRH,1678,,0,100,1064.0723614081842
2L,2750,BOD,1264,ZRH,1678,,0,100,770.4860884909094
2L,2750,BRS,490,ZRH,1678,,0,100,922.1817020917375
2L,2750,GVA,1665,LPA,1054,,0,319,2769.3747959282127
2L,2750,LCA,1197,ZRH,1678,,0,319,2503.6019756453425
2L,2750,LPA,1054,ZRH,1678,,0,319,2999.2920824864455
2L,2750,RMF,4197,ZRH,1678,,0,319,3335.345885309115
2L,2750,TFS,1056,GVA,1665,,0,319,2830.563988849149
2L,2750,ZRH,1678,BDS,1506,,0,100,1064.0723614081842
2L,2750,ZRH,1678,BOD,1264,,0,100,770.4860884909094
2L,2750,ZRH,1678,BRS,490,,0,100,922.1817020917375
2L,2750,ZRH,1678,LCA,1197,,0,319,2503.6019756453425
2L,2750,ZRH,1678,LPA,1054,,0,319,2999.2920824864455
2L,2750,ZRH,1678,RMF,4197,,0,319,3335.345885309115
2N,3652,AJR,730,LYC,719,,0,ATP,118.78441589474976
2N,3652,ARN,737,GEV,715,,0,ATP,843.4459289169133
2N,3652,ARN,737,HAD,709,,0,SF3,444.1993737319706
2N,3652,ARN,737,JKG,688,,0,ATP SF3,306.01317025549827
2N,3652,ARN,737,KRF,718,,0,ATP,377.54243649995146
2N,3652,ARN,737,KSD,5595,,0,SF3,258.984127080008
2N,3652,ARN,737,LYC,719,,0,ATP,545.6801598960109
2N,3652,ARN,737,MHQ,442,,0,SF3,122.10893137032517
2N,3652,ARN,737,OER,722,,0,ATR,421.25529382475924
2N,3652,ARN,737,POR,448,,0,SF3,292.1430341726006
2N,3652,ARN,737,TRF,664,,0,SF3,435.88444766334817
2N,3652,ARN,737,VBY,746,,0,SF3 ATP,222.41544145586792
2N,3652,ARN,737,VHM,729,,0,SF3,550.4108548885082
2N,3652,ARN,737,VXO,711,,0,SF3,355.2673140628182
2N,3652,GEV,715,ARN,737,,0,ATP,843.4459289169133
2N,3652,GEV,715,KRF,718,,0,ATP,475.5365077545154
2N,3652,HAD,709,ARN,737,,0,SF3 ATP,444.1993737319706
2N,3652,HAD,709,JKG,688,,0,ATP SF3,140.3042147711507
2N,3652,HAD,709,VXO,711,,0,SF3,119.02569292246906
2N,3652,HMV,5599,VHM,729,,0,SF3,158.9045574957625
2N,3652,JKG,688,ARN,737,,0,ATP SF3,306.01317025549827
2N,3652,JKG,688,HAD,709,,0,ATP SF3,140.3042147711507
2N,3652,KOK,435,POR,448,,0,SF3,260.30282165036056
2N,3652,KRF,718,ARN,737,,0,ATP,377.54243649995146
2N,3652,KRF,718,GEV,715,,0,ATP,475.5365077545154
2N,3652,KSD,5595,ARN,737,,0,SF3,258.984127080008
2N,3652,LYC,719,AJR,730,,0,ATP,118.78441589474976
2N,3652,LYC,719,ARN,737,,0,ATP,545.6801598960109
2N,3652,MHQ,442,ARN,737,,0,SF3,122.10893137032517
2N,3652,MHQ,442,TKU,460,,0,SF3,137.20315487990158
2N,3652,OER,722,ARN,737,,0,ATR,421.25529382475924
2N,3652,OSL,644,VXO,711,,0,SF3,419.1837777093296
2N,3652,POR,448,ARN,737,,0,SF3,292.1430341726006
2N,3652,POR,448,KOK,435,,0,SF3,260.30282165036056
2N,3652,TKU,460,MHQ,442,,0,SF3,137.20315487990158
2N,3652,TRF,664,ARN,737,,0,SF3,435.88444766334817
2N,3652,VBY,746,ARN,737,,0,SF3 ATP,222.41544145586792
2N,3652,VHM,729,ARN,737,,0,SF3,550.4108548885082
2N,3652,VHM,729,HMV,5599,,0,SF3,158.9045574957625
2N,3652,VXO,711,ARN,737,,0,SF3,355.2673140628182
2N,3652,VXO,711,OSL,644,,0,SF3,419.1837777093296
2O,146,ADQ,3531,AOS,7167,,0,BNI,0.0
2O,146,ADQ,3531,KKB,7168,,0,BNI,0.0
2O,146,ADQ,3531,KLN,7162,,0,BNI,91.43083040162665
2O,146,ADQ,3531,KOZ,7164,,0,BNI,0.0
2O,146,ADQ,3531,OLH,7163,,0,BNI,0.0
2O,146,AOS,7167,KZB,7176,,0,BNI,0.0
2O,146,KKB,7168,SYB,7173,,0,BNI,0.0
2O,146,KLN,7162,KYK,7161,,0,BNI,28.36620881796215
2O,146,KOZ,7164,ORI,7165,,0,BNI,0.0
2O,146,SYB,7173,KPR,7172,,0,BNI,0.0
2P,897,BSO,6019,MNL,2397,,0,DH4,668.1675318153144
2P,897,BXU,4200,MNL,2397,,0,320,785.1703294561005
2P,897,CBO,2399,MNL,2397,,0,320,887.0980919527386
2P,897,CGY,2400,MNL,2397,,0,320,781.8123680058518
2P,897,CRM,6024,MNL,2397,,0,DH4,449.8231334398471
2P,897,DGT,2425,MNL,2397,,0,320,626.1802970441075
2P,897,DWC,8076,MNL,2397,,0,330,6924.707279719099
2P,897,GES,2402,MNL,2397,Y,0,320,1039.2707204422147
2P,897,KLO,2430,MNL,2397,,0,320,346.95822909318383
2P,897,LGP,4203,MNL,2397,,0,320,329.17942765729566
2P,897,MNL,2397,BSO,6019,,0,DH4,668.1675318153144
2P,897,MNL,2397,BXU,4200,,0,320,785.1703294561005
2P,897,MNL,2397,CBO,2399,,0,320,887.0980919527386
2P,897,MNL,2397,CGY,2400,,0,320,781.8123680058518
2P,897,MNL,2397,CRM,6024,,0,DH4,449.8231334398471
2P,897,MNL,2397,DGT,2425,,0,320,626.1802970441075
2P,897,MNL,2397,DWC,8076,,0,330,6924.707279719099
2P,897,MNL,2397,GES,2402,Y,0,320,1039.2707204422147
2P,897,MNL,2397,KLO,2430,,0,320,346.95822909318383
2P,897,MNL,2397,LGP,4203,,0,320,329.17942765729566
2P,897,MNL,2397,MPH,2426,,0,DH3,304.4133096640985
2P,897,MNL,2397,OZC,4204,,0,320,767.6234029205756
2P,897,MNL,2397,PPS,2433,,0,320,583.8314876698062
2P,897,MNL,2397,RXS,6026,,0,320,373.87323891949177
2P,897,MNL,2397,SUG,6016,,0,DH4,716.7093801359918
2P,897,MNL,2397,TUG,6021,,0,DH4,356.5750337768228
2P,897,MNL,2397,ZAM,2404,,0,320,850.6164325233273
2P,897,MPH,2426,MNL,2397,,0,DH3,304.4133096640985
2P,897,OZC,4204,MNL,2397,,0,320,767.6234029205756
2P,897,PPS,2433,MNL,2397,,0,320,583.8314876698062
2P,897,RXS,6026,MNL,2397,,0,320,373.87323891949177
2P,897,SUG,6016,MNL,2397,,0,DH4,716.7093801359918
2P,897,TUG,6021,MNL,2397,,0,DH4,356.5750337768228
2P,897,ZAM,2404,MNL,2397,,0,320,850.6164325233273
2Z,1729,AUX,7376,PMW,4214,,0,AT7,340.6865248919444
2Z,1729,BRA,7373,BSB,2531,,0,AT7,525.3165541966308
2Z,1729,BRA,7373,SSA,2621,,0,AT7,731.2521474936308
2Z,1729,BSB,2531,BRA,7373,,0,AT7,525.3165541966308
2Z,1729,BSB,2531,OPS,7367,,0,AT7,937.7999113845854
2Z,1729,BSB,2531,RAO,2613,,0,AT7,585.5175230880128
2Z,1729,CAC,2535,GRU,2564,,0,AT7,733.0389356055299
2Z,1729,CGB,2548,GYN,2562,,0,AT7,744.0578711432973
2Z,1729,CGB,2548,OPS,7367,,0,AT7,422.60475616078236
2Z,1729,CGR,2538,DOU,7380,,0,AT7,194.38939645341
2Z,1729,DOU,7380,CGR,2538,,0,AT7,194.38939645341
2Z,1729,DOU,7380,GRU,2564,,0,AT7,876.523206962553
2Z,1729,GIG,2560,RAO,2613,,0,AT7,502.1011769029361
2Z,1729,GRU,2564,CAC,2535,,0,AT7,733.0389356055299
2Z,1729,GRU,2564,DOU,7380,,0,AT7,876.523206962553
2Z,1729,GRU,2564,RAO,2613,,0,AT7,288.516253276646
2Z,1729,GRU,2564,UBA,2635,,0,AT7,436.1026778313487
2Z,1729,GRU,2564,UDI,2633,,0,AT7,537.417927645884
2Z,1729,GRU,2564,VDC,6039,,0,AT7,1119.5739100824928
2Z,1729,GYN,2562,CGB,2548,,0,AT7,744.0578711432973
2Z,1729,GYN,2562,PMW,4214,,0,AT7,710.7373697913672
2Z,1729,GYN,2562,RAO,2613,,0,AT7,523.0558777567537
2Z,1729,GYN,2562,UDI,2633,,0,AT7,271.4797196890348
2Z,1729,OPS,7367,BSB,2531,,0,AT7,937.7999113845854
2Z,1729,OPS,7367,CGB,2548,,0,AT7,422.60475616078236
2Z,1729,PLU,2528,RAO,2613,,0,AT7,423.0762984727683
2Z,1729,PMW,4214,AUX,7376,,0,AT7,340.6865248919444
2Z,1729,PMW,4214,GYN,2562,,0,AT7,710.7373697913672
2Z,1729,RAO,2613,BSB,2531,,0,AT7,585.5175230880128
2Z,1729,RAO,2613,GIG,2560,,0,AT7,502.1011769029361
2Z,1729,RAO,2613,GRU,2564,,0,AT7,288.516253276646
2Z,1729,RAO,2613,GYN,2562,,0,AT7,523.0558777567537
2Z,1729,RAO,2613,PLU,2528,,0,AT7,423.0762984727683
2Z,1729,RAO,2613,SJP,2619,,0,AT7,172.80478330756893
2Z,1729,RAO,2613,UDI,2633,,0,AT7,254.68406292163493
2Z,1729,SJP,2619,RAO,2613,,0,AT7,172.80478330756893
2Z,1729,SSA,2621,BRA,7373,,0,AT7,731.2521474936308
2Z,1729,SSA,2621,VDC,6039,,0,AT7,349.6646729232081
2Z,1729,UBA,2635,GRU,2564,,0,AT7,436.1026778313487
2Z,1729,UBA,2635,UDI,2633,,0,AT7,101.61524756659365
2Z,1729,UDI,2633,GRU,2564,,0,AT7,537.417927645884
2Z,1729,UDI,2633,GYN,2562,,0,AT7,271.4797196890348
2Z,1729,UDI,2633,RAO,2613,,0,AT7,254.68406292163493
2Z,1729,UDI,2633,UBA,2635,,0,AT7,101.61524756659365
2Z,1729,VDC,6039,GRU,2564,,0,AT7,1119.5739100824928
2Z,1729,VDC,6039,SSA,2621,,0,AT7,349.6646729232081
3E,10739,BRL,5726,ORD,3830,,0,CNC,299.57516343305497
3E,10739,BRL,5726,STL,3678,,0,CNC,235.11097464392026
3E,10739,DEC,4042,ORD,3830,,0,CNC,251.54415788892828
3E,10739,DEC,4042,STL,3678,,0,CNC,176.91080593139617
3E,10739,JBR,3591,STL,3678,,0,CNC,325.07112822935477
3E,10739,ORD,3830,BRL,5726,,0,CNC,299.57516343305497
3E,10739,ORD,3830,DEC,4042,,0,CNC,251.54415788892828
3E,10739,STL,3678,BRL,5726,,0,CNC,235.11097464392026
3E,10739,STL,3678,DEC,4042,,0,CNC,176.91080593139617
3E,10739,STL,3678,JBR,3591,,0,CNC,325.07112822935477
3F,16262,CGA,7144,HYL,7145,,0,DHP,0.0
3F,16262,CGA,7144,KTN,3808,,0,DHP,0.0
3F,16262,HYL,7145,CGA,7144,,0,DHP,0.0
3F,16262,HYL,7145,KTB,7147,,0,DHP,0.0
3F,16262,HYL,7145,KTN,3808,,0,DHP,0.0
3F,16262,KTB,7147,HYL,7145,,0,DHP,0.0
3F,16262,KTB,7147,KTN,3808,,0,DHP,0.0
3F,16262,KTN,3808,CGA,7144,,0,DHP,0.0
3F,16262,KTN,3808,HYL,7145,,0,DHP,0.0
3F,16262,KTN,3808,KTB,7147,,0,DHP,0.0
3F,16262,KTN,3808,MTM,7146,,0,DHP,26.403761972287946
3F,16262,MTM,7146,KTN,3808,,0,DHP,26.403761972287946
3G,595,ACC,248,DKR,1084,,0,319,2147.427117764238
3G,595,ACC,248,LOS,273,,0,319,400.2598970094238
3G,595,ACC,248,ROB,1063,,0,319,1129.0775658990103
3G,595,BCN,1218,BJL,1050,,0,319,3597.6238235224987
3G,595,BJL,1050,BCN,1218,,0,319,3597.6238235224987
3G,595,BJL,1050,DKR,1084,,0,319,180.065296042022
3G,595,BJL,1050,FNA,1059,,0,319,646.0687928820537
3G,595,CKY,4162,OXB,5665,,0,319,340.63013912752353
3G,595,DKR,1084,ACC,248,,0,319,2147.427117764238
3G,595,DKR,1084,BJL,1050,,0,319,180.065296042022
3G,595,DKR,1084,DLA,897,,0,319,3207.8059859501886
3G,595,DKR,1084,FNA,1059,,0,319,825.351735005597
3G,595,DKR,1084,LOS,273,,0,319,2444.6915823439613
3G,595,DKR,1084,OXB,5665,,0,319,373.3284349165334
3G,595,DLA,897,DKR,1084,,0,319,3207.8059859501886
3G,595,DLA,897,LOS,273,,0,319,763.4098121302166
3G,595,FNA,1059,BJL,1050,,0,319,646.0687928820537
3G,595,FNA,1059,DKR,1084,,0,319,825.351735005597
3G,595,FNA,1059,LGW,502,,0,319,4874.317680506152
3G,595,FNA,1059,ROB,1063,,0,319,409.338341094736
3G,595,LGW,502,FNA,1059,,0,319,4874.317680506152
3G,595,LOS,273,ACC,248,,0,319,400.2598970094238
3G,595,LOS,273,DKR,1084,,0,319,2444.6915823439613
3G,595,LOS,273,DLA,897,,0,319,763.4098121302166
3G,595,LOS,273,ROB,1063,,0,319,1511.5181632449728
3G,595,OXB,5665,CKY,4162,,0,319,340.63013912752353
3G,595,OXB,5665,DKR,1084,,0,319,373.3284349165334
3G,595,ROB,1063,ACC,248,,0,319,1129.0775658990103
3G,595,ROB,1063,FNA,1059,,0,319,409.338341094736
3G,595,ROB,1063,LOS,273,,0,319,1511.5181632449728
3J,5521,JIB,4119,DXB,2188,,0,737,1991.136603391981
3J,5521,JIB,4119,JED,2072,,0,737,1203.6879079044509
3J,5521,JIB,4119,MGQ,5687,,0,737,1085.4041143492168
3J,5521,MGQ,5687,NBO,4059,,0,737,1001.7513132713153
3J,5521,NBO,4059,MGQ,5687,,0,737,1001.7513132713153
3K,3021,BKK,3885,SIN,3316,,0,320,1416.0139691129457
3K,3021,DRW,3999,SIN,3316,,0,320,3337.0261854144205
3K,3021,HAK,4120,SIN,3316,,0,320,2181.4743506626446
3K,3021,HGH,3386,SIN,3316,,0,320,3647.743107814412
3K,3021,HKG,3077,SIN,3316,,0,320,2563.964974309986
3K,3021,HKT,3179,SIN,3316,,0,320,979.6064761826101
3K,3021,KIX,3992,MNL,2397,,0,320,2633.1401522319907
3K,3021,KIX,3992,TPE,2276,,0,320,1701.8646063022072
3K,3021,KUL,3304,SIN,3316,,0,320,297.28545611872227
3K,3021,MNL,2397,KIX,3992,,0,320,2633.1401522319907
3K,3021,MNL,2397,SIN,3316,,0,320,2373.360609196144
3K,3021,PEN,3308,SIN,3316,,0,320,601.9511735590726
3K,3021,PER,3351,SIN,3316,,0,320,3908.313277898873
3K,3021,PNH,3034,SIN,3316,,0,320,1136.9473833867005
3K,3021,REP,3035,SIN,3316,,0,320,1340.3733786233645
3K,3021,RGN,3239,SIN,3316,,0,320,1930.69653403042
3K,3021,SGN,3205,SIN,3316,,0,320,1092.330402409444
3K,3021,SIN,3316,BKK,3885,,0,320,1416.0139691129457
3K,3021,SIN,3316,DRW,3999,,0,320,3337.0261854144205
3K,3021,SIN,3316,HAK,4120,,0,320,2181.4743506626446
3K,3021,SIN,3316,HGH,3386,,0,320,3647.743107814412
3K,3021,SIN,3316,HKG,3077,,0,320,2563.964974309986
3K,3021,SIN,3316,HKT,3179,,0,320,979.6064761826101
3K,3021,SIN,3316,KUL,3304,,0,320,297.28545611872227
3K,3021,SIN,3316,MNL,2397,,0,320,2373.360609196144
3K,3021,SIN,3316,PEN,3308,,0,320,601.9511735590726
3K,3021,SIN,3316,PER,3351,,0,320,3908.313277898873
3K,3021,SIN,3316,PNH,3034,,0,320,1136.9473833867005
3K,3021,SIN,3316,REP,3035,,0,320,1340.3733786233645
3K,3021,SIN,3316,RGN,3239,,0,320,1930.69653403042
3K,3021,SIN,3316,SGN,3205,,0,320,1092.330402409444
3K,3021,SIN,3316,SWA,4302,,0,320,2811.159399500569
3K,3021,SIN,3316,TPE,2276,,0,320,3220.3597269983356
3K,3021,SWA,4302,SIN,3316,,0,320,2811.159399500569
3K,3021,TPE,2276,KIX,3992,,0,320,1701.8646063022072
3K,3021,TPE,2276,SIN,3316,,0,320,3220.3597269983356
3L,2916,ACH,1679,EBA,1558,,0,DH3,527.7162419674182
3L,2916,DRS,338,ZRH,1678,,0,DH3,555.7270079654927
3L,2916,DUS,345,FDH,382,,0,DH3,448.17538190304754
3L,2916,EBA,1558,ACH,1679,,0,DH3,527.7162419674182
3L,2916,EBA,1558,FDH,382,,0,DH3,548.6946782818068
3L,2916,EBA,1558,MUC,346,,0,DH3,633.0842651132425
3L,2916,EBA,1558,ZRH,1678,,0,DH3,539.2823851444518
3L,2916,FDH,382,DUS,345,,0,DH3,448.17538190304754
3L,2916,FDH,382,EBA,1558,,0,DH3,548.6946782818068
3L,2916,FDH,382,HAM,342,,0,AT7,663.0531426826593
3L,2916,FDH,382,OLB,1520,,0,AT7,752.605876920617
3L,2916,FDH,382,TXL,351,,0,AT7,606.0126446198434
3L,2916,FDH,382,ZAD,1209,,0,AT7,600.0906085834588
3L,2916,FMM,3986,NAP,1561,,0,AT7,851.9320568864737
3L,2916,GRZ,1609,ZRH,1678,,0,DH3,522.4563599267509
3L,2916,HAM,342,FDH,382,,0,AT7,663.0531426826593
3L,2916,MUC,346,EBA,1558,,0,DH3,633.0842651132425
3L,2916,NAP,1561,FMM,3986,,0,AT7,851.9320568864737
3L,2916,OLB,1520,FDH,382,,0,AT7,752.605876920617
3L,2916,SZG,1612,ZRH,1678,,0,DH3,335.5910294584333
3L,2916,TXL,351,FDH,382,,0,AT7,606.0126446198434
3L,2916,ZAD,1209,FDH,382,,0,AT7,600.0906085834588
3L,2916,ZRH,1678,DRS,338,,0,DH3,555.7270079654927
3L,2916,ZRH,1678,EBA,1558,,0,DH3,539.2823851444518
3L,2916,ZRH,1678,GRZ,1609,,0,DH3,522.4563599267509
3L,2916,ZRH,1678,SZG,1612,,0,DH3,335.5910294584333
3M,20710,ATL,3682,LWB,6958,,0,SF3,593.2291317726373
3M,20710,ATL,3682,MCN,3754,,0,SF3,127.48200918240435
3M,20710,ATL,3682,MEI,4335,,0,SF3,428.25367266519936
3M,20710,ATL,3682,MSL,5756,,0,SF3,317.3597805260713
3M,20710,ATL,3682,PIB,5759,,0,SF3,519.0993217706676
3M,20710,ATL,3682,TUP,5773,,0,SF3,406.2900175835048
3M,20710,BIM,1937,FLL,3533,,0,SF3,97.96303223460313
3M,20710,ELH,1943,FLL,3533,,0,SF3,353.4475871517839
3M,20710,ELH,1943,PBI,3722,,0,SF3,366.0600883268518
3M,20710,EYW,3875,FLL,3533,,0,SF3,233.35126412106527
3M,20710,EYW,3875,RSW,3793,,0,SF3,220.03913648760496
3M,20710,EYW,3875,TPA,3646,,0,SF3,387.71846011914965
3M,20710,FLL,3533,BIM,1937,,0,SF3,97.96303223460313
3M,20710,FLL,3533,ELH,1943,,0,SF3,353.4475871517839
3M,20710,FLL,3533,EYW,3875,,0,SF3,233.35126412106527
3M,20710,FLL,3533,FPO,1948,,0,SF3,154.86471016683336
3M,20710,FLL,3533,GGT,1941,,0,SF3,513.4505427183603
3M,20710,FLL,3533,GHB,1944,,0,SF3,392.6130439435906
3M,20710,FLL,3533,MCO,3878,,0,SF3,285.72183927966654
3M,20710,FLL,3533,MHH,1930,,0,SF3,309.63643907524903
3M,20710,FLL,3533,TCB,1934,,0,SF3,284.8153409381234
3M,20710,FLL,3533,TPA,3646,,0,SF3,316.60039410788784
3M,20710,FPO,1948,FLL,3533,,0,SF3,154.86471016683336
3M,20710,GGT,1941,FLL,3533,,0,SF3,513.4505427183603
3M,20710,GGT,1941,GHB,1944,,0,SF3,196.78055512752522
3M,20710,GHB,1944,FLL,3533,,0,SF3,392.6130439435906
3M,20710,GLH,6130,TUP,5773,,0,SF3,222.26086682936526
3M,20710,GNV,3472,MCO,3878,,0,SF3,168.44124629651947
3M,20710,GNV,3472,TPA,3646,,0,SF3,192.226698593952
3M,20710,JAX,3712,MHH,1930,,0,SF3,630.7769424066231
3M,20710,JAX,3712,TPA,3646,,0,SF3,291.6326720100947
3M,20710,LWB,6958,ATL,3682,,0,SF3,593.2291317726373
3M,20710,MCN,3754,ATL,3682,,0,SF3,127.48200918240435
3M,20710,MCN,3754,MCO,3878,,0,SF3,523.9793074887215
3M,20710,MCO,3878,FLL,3533,,0,SF3,285.72183927966654
